,custo_bic,custo_aic,custo_obts,countrycode
0,14.395928212370524,14.395928212370524,-6.610658372956135,ABW
1,inf,inf,,AGO
2,1.8058839253965548e+68,inf,-24.30308808732653,AIA
3,28.307314202549083,28.876557404721083,-17.35040397754235,ALB
4,inf,inf,,ARE
5,34.1187027884853,48.971291706372,-23.34304503509561,ARG
6,49.59894709762882,49.59894709762882,-5.946558945396497,ARM
7,inf,inf,-33.6208165944381,ATG
8,5.137065771589988,5.0666964221173005,-40.28452441411371,AUS
9,4.498586159448381,4.5293652421593,-3.9549334774878875,AUT
10,13943065409087.984,inf,-17.603547751840853,AZE
11,31.440371595480322,34.08364533389332,55.30665703080033,BDI
12,4.873458621243998,5.042001365428228,-10.962920954370581,BEL
13,12.513862524430452,13.096376195079884,44.07059965818221,BEN
14,61.397870608394854,66.52340439987002,,BFA
15,19.459630175932286,19.459630175932286,40.79755349336751,BGD
16,57.616185791673736,57.616185791673736,-18.80050270350765,BGR
17,112.92913669924509,112.92913669924509,-43.08268067561081,BHR
18,720252693121.5059,720252693121.5059,,BHS
19,9.8183463436246e+46,9.8183463436246e+46,-15.937540258842652,BIH
20,51.51029012077009,51.51029012077009,-17.177547563209274,BLR
21,49.09986177056109,49.09986177056109,-47.898819743047625,BLZ
22,4.95313839470688,4.95313839470688,-10.08109448140141,BMU
23,11.59692136155308,11.619553487634304,,BOL
24,11.800606830733852,11.800606830733852,-8.398589263562128,BRA
25,119.64918307029961,119.64918307029961,,BRB
26,8.55186046937095e+37,8.55186046937095e+37,,BRN
27,93.25864021923485,114.63720913875912,-25.2733345401274,BTN
28,40.87552809296611,,-11.466552860859224,BWA
29,21.988570818986553,24.080913799997884,49.974166240783255,CAF
30,3.1095179571909215,,,CAN
31,3.1492847454598794,,10.842096775302213,CHE
32,27.617745183317655,27.617745183317655,-47.79929265963975,CHL
33,14.363222625713522,,-13.545120782748032,CHN
34,30.909732450371187,30.909732450371187,,CIV
35,16.931785439616263,18.665948169808665,390.46422370427604,CMR
36,30.261151610218207,35.9844518784038,20.639126082037507,COD
37,99.54369498045028,99.54369498045028,,COG
38,7.007907532442048,7.007907532442048,-77.45796984476931,COL
39,30.059661548441397,100.00568725450454,,COM
40,21.34282029235619,21.34282029235619,-13.038555448529621,CPV
41,15.93192001543271,15.93192001543271,-66.86167566250833,CRI
42,15.25531181154447,15.25531181154447,1.5583421513011952,CUW
43,12.956145379547369,13.251534890280347,,CYM
44,35.167628691133366,36.66545885286339,-12.351956247615824,CYP
45,107.25611831940647,107.25611831940647,-45.4685965307397,CZE
46,4.78786081498066,5.008081711223156,-3.345579380905417,DEU
47,inf,inf,,DJI
48,49.63079037141141,49.63079037141141,-16.176212956687962,DMA
49,5.2031079911304845,5.408128387961031,-48.16778883738769,DNK
50,29.175407792740195,32.63965959773365,-18.860666986790196,DOM
51,154.050057418515,2.2512108665638735e+21,-81.45081688144566,DZA
52,11.335994679523598,11.335994679523598,-50.51839844330463,ECU
53,27.083320234760343,27.083320234760343,-9.657655905987117,EGY
54,13.073344863784687,13.073344863784687,-9.57429235904308,ESP
55,126.17644635406138,126.17644635406138,-22.626989504511442,EST
56,173.29405725189545,173.29405725189545,,ETH
57,6.617310451685832,6.658989789421832,-6.432044519256797,FIN
58,24.14694301771465,29.648681205309945,-23.119223420177438,FJI
59,3.944173691891506,3.944173691891506,-5.256749229899594,FRA
60,783.0652225044269,3779.574371848632,-45.66569676427186,GAB
61,4.665460637645968,4.817345248782168,-34.47178335017266,GBR
62,inf,inf,-40.667502181042025,GEO
63,38.98472910260287,38.98472910260287,,GHA
64,16.042725702561867,16.51681099692075,8.5353652416279,GIN
65,118.15274211225572,118.15274211225572,,GMB
66,126.09401847946882,145.82183968468348,-46.797197444602624,GNB
67,inf,inf,-29.11200145622037,GNQ
68,6.959297111427332,7.953795427626709,-5.341938235608157,GRC
69,34.609750901436584,87.0066834549273,-11.747650722582815,GRD
70,3.6626315433751166,3.6626315433751166,129.44995025873166,GTM
71,253.87266701594734,253.87266701594734,-28.35081490441408,GUY
72,8.316683959650994,8.962297650552141,-4.036710190757942,HKG
73,6.7755669507912675,7.4055893395748695,18.32984405708804,HND
74,4.14739413685507e+48,4.14739413685507e+48,-34.36396441610229,HRV
75,23.605113082090725,77.6047513360866,169.1755917065866,HTI
76,9.670702434295396,10.247671026693883,-6.500908821906448,HUN
77,14.169337042120933,17.132391762359656,-8.968816602987651,IDN
78,,,-47.10005314222474,IND
79,7.960127692602903,8.504086837381063,-16.457277898832345,IRL
80,46.10609888094102,46.10609888094102,-37.66787476912257,IRN
81,inf,inf,-43.659620787838904,IRQ
82,27.661370787181273,32.30749930331294,-27.35013649571788,ISL
83,8.61560697807695,8.812030483336187,-8.370811370785901,ISR
84,5.3499168121325935,5.3499168121325935,-4.304849194673688,ITA
85,17.908136395383135,17.908136395383135,,JAM
86,87.58847406342065,,-27.77594849159881,JOR
87,7.412016374849895,7.412016374849895,-3.3197688422719196,JPN
88,210.14554450362897,470664030.8359911,-39.47212882728658,KAZ
89,25.807708601392456,25.807708601392456,45.12973617515297,KEN
90,8.241473405907009e+45,5.556364876549614e+67,,KGZ
91,34.286493481125206,,,KHM
92,379.0944410967116,3695.696058570536,-17.747099336569192,KNA
93,12.136396160959585,14.800275585600865,-4.975691912021407,KOR
94,9.326193109007395e+49,inf,-43.865454276413,KWT
95,17.562187685664064,17.562187685664064,-9.346557670379752,LAO
96,inf,inf,-46.572712248678485,LBN
97,inf,inf,,LBR
98,51.21050236395479,51.21050236395479,-31.791844058275352,LCA
99,19.654048441110273,,,LKA
100,26.354377937693595,26.354377937693595,-30.010452568682624,LSO
101,70.85387746692429,70.85387746692429,-17.001047597682973,LTU
102,4.333642596867948,4.333642596867948,-8.42610426960081,LUX
103,inf,inf,-59.348279511154864,LVA
104,7.843197882443653,7.843197882443653,-3.7455494446553828,MAC
105,17.04863067225324,17.346882855463306,-40.12494118085617,MAR
106,inf,inf,-50.55473947869735,MDA
107,9.17619572504722,,8.089005291785911,MDG
108,95.04907066725217,95.04907066725217,-11.953234011953429,MDV
109,8.238063784459214,8.337761831484624,40.32517745742095,MEX
110,21.537422617180326,21.537422617180326,-12.781557997317684,MKD
111,62.986040062302195,62.986040062302195,-44.19102282447429,MLI
112,10.31739964457623,10.80348290196862,-5.002657390937171,MLT
113,15.137233762820014,20.51482841970671,-16.245128283409503,MMR
114,,,-63.67011897326598,MNE
115,353377984845.7623,353377984845.7623,-22.90494298891049,MNG
116,14.984566083308248,14.984566083308248,42.8835215397706,MOZ
117,inf,inf,-42.665537700877465,MRT
118,inf,inf,-49.914346569329496,MSR
119,58.09420886984324,74.5615564637503,-40.360958819156124,MUS
120,47.887908432243755,53.51923302345594,,MWI
